,ArchiveDate,Adult_Child,HospitalName,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
552,31/08/2023,Adult,Nenagh Hospital,442,254,126,2,824
553,31/08/2023,Adult,Our Lady of Lourdes Hospital Drogheda,"7,934","2,689",686,93,"11,403"
554,31/08/2023,Adult,Our Lady's Hospital Navan,"3,524","1,358",397,610,"5,889"
555,31/08/2023,Adult,Portiuncula University Hospital,"1,929",459,146,243,"2,777"
556,31/08/2023,Adult,Roscommon University Hospital,"3,140","1,339",710,418,"5,607"
557,31/08/2023,Adult,Rotunda Hospital,"3,335",188,0,0,"3,523"
558,31/08/2023,Adult,Royal Victoria Eye and Ear Hospital,"5,194","2,646","1,827","2,677","12,344"
559,31/08/2023,Adult,Sligo University Hospital,"8,313","2,847","1,748","2,351","15,259"
560,31/08/2023,Adult,South Infirmary Victoria University Hospital,"10,841","5,193","2,929","5,761","24,724"
561,31/08/2023,Adult,St. Columcille's Hospital,"2,290","1,632","1,639","3,266","8,828"
562,31/08/2023,Adult,St. James's Hospital,"17,036","4,844","2,043","2,044","25,968"
563,31/08/2023,Adult,St. John's Hospital Limerick,600,203,153,100,"1,056"
564,31/08/2023,Adult,St. Luke's General Hospital Kilkenny,"3,805","1,119",391,23,"5,338"
565,31/08/2023,Adult,St. Michael's Hospital,"2,634",831,322,256,"4,043"
566,31/08/2023,Adult,St. Vincent's University Hospital,"18,271","5,569","1,465",366,"25,672"
567,31/08/2023,Adult,Tallaght University Hospital,"13,221","8,217","5,255","7,234","33,928"
568,31/08/2023,Adult,Tipperary University Hospital,"2,455",715,278,122,"3,570"
569,31/08/2023,Adult,University Hospital Kerry,"6,245","1,673",765,388,"9,071"
570,31/08/2023,Adult,University Hospital Limerick,"14,820","5,410","2,852","1,411","24,494"
571,31/08/2023,Adult,University Hospital Waterford,"18,014","7,157","3,597","4,914","33,682"
572,31/08/2023,Adult,Wexford General Hospital,"2,941",817,246,30,"4,034"
573,31/08/2023,Child,Beaumont Hospital,45,20,2,0,67
574,31/08/2023,Child,Cavan General Hospital,904,470,20,0,"1,393"
575,31/08/2023,Child,Children's Health Ireland,"20,369","10,790","5,461","5,397","42,017"
576,31/08/2023,Child,Coombe Women and Infants University Hospital,31,16,0,0,47
577,31/08/2023,Child,Cork University Hospital,"2,898","1,508",446,622,"5,473"
578,31/08/2023,Child,Cork University Maternity Hospital,43,0,0,0,43
579,31/08/2023,Child,Croom Orthopaedic Hospital,139,12,4,6,161
580,31/08/2023,Child,Ennis Hospital,50,15,0,0,65
581,31/08/2023,Child,Galway University Hospitals,"3,155","1,614",611,"1,034","6,415"
582,31/08/2023,Child,Letterkenny University Hospital,962,366,204,320,"1,852"
583,31/08/2023,Child,Mallow General Hospital,233,129,10,0,372
584,31/08/2023,Child,Mayo University Hospital,779,197,82,108,"1,167"
585,31/08/2023,Child,Mercy University Hospital,306,82,10,2,400
586,31/08/2023,Child,Midland Regional Hospital Mullingar,778,292,168,136,"1,374"
587,31/08/2023,Child,Midland Regional Hospital Portlaoise,619,348,124,34,"1,126"
588,31/08/2023,Child,Midland Regional Hospital Tullamore,998,479,60,0,"1,537"
589,31/08/2023,Child,National Maternity Hospital (Holles Street),51,17,2,0,70
590,31/08/2023,Child,National Orthopaedic Hospital Cappagh,209,121,51,15,396
591,31/08/2023,Child,Nenagh Hospital,15,7,2,0,24
592,31/08/2023,Child,Our Lady of Lourdes Hospital Drogheda,"2,227","1,312",595,22,"4,157"
593,31/08/2023,Child,Portiuncula University Hospital,386,27,12,23,448
594,31/08/2023,Child,Rotunda Hospital,33,2,0,0,35
595,31/08/2023,Child,Royal Victoria Eye and Ear Hospital,349,127,71,35,582
596,31/08/2023,Child,Sligo University Hospital,"1,314",407,133,151,"2,005"
597,31/08/2023,Child,Small Volume Hospitals,11,7,0,0,18
598,31/08/2023,Child,South Infirmary Victoria University Hospital,"1,590",603,246,249,"2,688"
599,31/08/2023,Child,St. Luke's General Hospital Kilkenny,368,17,4,2,391
600,31/08/2023,Child,Tallaght University Hospital,20,2,0,0,22
601,31/08/2023,Child,Tipperary University Hospital,331,69,5,2,407
602,31/08/2023,Child,University Hospital Kerry,650,257,106,78,"1,092"
603,31/08/2023,Child,University Hospital Limerick,"2,735",882,405,148,"4,170"
604,31/08/2023,Child,University Hospital Waterford,"2,069",874,230,237,"3,410"
605,31/08/2023,Child,Wexford General Hospital,606,310,82,0,998
606,28/09/2023,Adult,Bantry General Hospital,757,239,69,14,"1,078"
607,28/09/2023,Adult,Beaumont Hospital,"24,828","9,706","1,618",30,"36,181"
608,28/09/2023,Adult,Cavan General Hospital,"4,965","2,534",831,32,"8,361"
609,28/09/2023,Adult,Connolly Hospital Blanchardstown,"4,689",251,231,12,"5,183"
610,28/09/2023,Adult,Coombe Women and Infants University Hospital,"1,780",782,269,111,"2,942"
611,28/09/2023,Adult,Cork University Hospital,"13,530","6,621","4,171","6,931","31,253"
612,28/09/2023,Adult,Cork University Maternity Hospital,"2,390",116,14,0,"2,520"
613,28/09/2023,Adult,Croom Orthopaedic Hospital,"3,131",984,418,341,"4,874"
614,28/09/2023,Adult,Ennis Hospital,535,315,144,7,"1,001"
615,28/09/2023,Adult,Galway University Hospitals,"20,608","9,149","5,800","9,430","44,986"
616,28/09/2023,Adult,Letterkenny University Hospital,"7,573","2,175","1,456","2,364","13,567"
617,28/09/2023,Adult,Louth County Hospital,"1,669",583,4,0,"2,256"
618,28/09/2023,Adult,Mallow General Hospital,"2,126","1,055",277,164,"3,622"
619,28/09/2023,Adult,Mater Misericordiae University Hospital,"22,569","7,231","3,176","6,039","39,014"
620,28/09/2023,Adult,Mayo University Hospital,"4,229","1,912",785,"1,027","7,953"
621,28/09/2023,Adult,Mercy University Hospital,"3,168","1,179",518,"1,211","6,076"
622,28/09/2023,Adult,Midland Regional Hospital Mullingar,"4,493","2,151","1,479","1,573","9,696"
623,28/09/2023,Adult,Midland Regional Hospital Portlaoise,"2,299","1,023",609,475,"4,405"
624,28/09/2023,Adult,Midland Regional Hospital Tullamore,"8,229","3,027",381,2,"11,639"
625,28/09/2023,Adult,Naas General Hospital,"6,016","2,293","1,052",203,"9,563"
626,28/09/2023,Adult,National Maternity Hospital (Holles Street),"2,426",391,4,0,"2,821"
627,28/09/2023,Adult,National Orthopaedic Hospital Cappagh,"2,169","1,554",373,71,"4,167"
628,28/09/2023,Adult,Nenagh Hospital,424,264,135,2,825
629,28/09/2023,Adult,Our Lady of Lourdes Hospital Drogheda,"7,997","2,723",561,56,"11,336"
630,28/09/2023,Adult,Our Lady's Hospital Navan,"3,515","1,540",436,540,"6,031"
631,28/09/2023,Adult,Portiuncula University Hospital,"1,858",421,139,227,"2,644"
632,28/09/2023,Adult,Roscommon University Hospital,"2,821","1,197",575,392,"4,985"
633,28/09/2023,Adult,Rotunda Hospital,"3,283",231,0,0,"3,514"
634,28/09/2023,Adult,Royal Victoria Eye and Ear Hospital,"5,181","2,729","1,713","2,700","12,323"
635,28/09/2023,Adult,Sligo University Hospital,"8,410","2,338","1,602","2,077","14,426"
636,28/09/2023,Adult,South Infirmary Victoria University Hospital,"10,698","5,314","3,043","5,780","24,834"
637,28/09/2023,Adult,St. Columcille's Hospital,"2,020","1,598","1,715","3,411","8,743"
638,28/09/2023,Adult,St. James's Hospital,"17,135","4,994","1,974","1,955","26,057"
639,28/09/2023,Adult,St. John's Hospital Limerick,562,185,165,99,"1,011"
640,28/09/2023,Adult,St. Luke's General Hospital Kilkenny,"3,803","1,138",382,49,"5,371"
641,28/09/2023,Adult,St. Michael's Hospital,"2,605",885,356,171,"4,016"
642,28/09/2023,Adult,St. Vincent's University Hospital,"18,455","5,801","1,464",409,"26,128"
643,28/09/2023,Adult,Tallaght University Hospital,"13,166","8,228","5,110","6,413","32,916"
644,28/09/2023,Adult,Tipperary University Hospital,"2,505",764,279,146,"3,694"
645,28/09/2023,Adult,University Hospital Kerry,"6,435","1,845",736,356,"9,371"
646,28/09/2023,Adult,University Hospital Limerick,"14,818","5,387","2,555","1,239","23,999"
647,28/09/2023,Adult,University Hospital Waterford,"18,059","7,401","3,662","5,110","34,232"
648,28/09/2023,Adult,Wexford General Hospital,"2,995",739,253,55,"4,041"
649,28/09/2023,Child,Beaumont Hospital,40,15,0,0,55
650,28/09/2023,Child,Cavan General Hospital,870,490,28,0,"1,389"
651,28/09/2023,Child,Children's Health Ireland,"19,902","10,893","5,517","5,316","41,628"
652,28/09/2023,Child,Coombe Women and Infants University Hospital,31,19,0,0,50
653,28/09/2023,Child,Cork University Hospital,"2,871","1,548",437,636,"5,492"
654,28/09/2023,Child,Cork University Maternity Hospital,46,0,0,0,46
655,28/09/2023,Child,Croom Orthopaedic Hospital,152,7,8,2,168
656,28/09/2023,Child,Ennis Hospital,36,14,0,0,50
657,28/09/2023,Child,Galway University Hospitals,"3,123","1,488",629,"1,027","6,268"
658,28/09/2023,Child,Letterkenny University Hospital,956,385,192,292,"1,825"
659,28/09/2023,Child,Mallow General Hospital,229,137,19,0,386
660,28/09/2023,Child,Mayo University Hospital,738,208,82,112,"1,141"
661,28/09/2023,Child,Mercy University Hospital,315,76,20,2,412
662,28/09/2023,Child,Midland Regional Hospital Mullingar,780,337,148,148,"1,413"
663,28/09/2023,Child,Midland Regional Hospital Portlaoise,670,366,118,31,"1,185"
664,28/09/2023,Child,Midland Regional Hospital Tullamore,888,564,28,0,"1,481"
665,28/09/2023,Child,National Maternity Hospital (Holles Street),57,16,0,0,73
666,28/09/2023,Child,National Orthopaedic Hospital Cappagh,159,118,52,17,346
667,28/09/2023,Child,Nenagh Hospital,18,5,0,0,24
668,28/09/2023,Child,Our Lady of Lourdes Hospital Drogheda,"2,051","1,227",596,20,"3,894"
669,28/09/2023,Child,Portiuncula University Hospital,327,36,10,23,396
670,28/09/2023,Child,Rotunda Hospital,34,2,0,0,35
671,28/09/2023,Child,Royal Victoria Eye and Ear Hospital,349,155,65,37,606
672,28/09/2023,Child,Sligo University Hospital,"1,275",358,136,145,"1,913"
673,28/09/2023,Child,Small Volume Hospitals,14,5,0,0,19
674,28/09/2023,Child,South Infirmary Victoria University Hospital,"1,527",667,244,252,"2,689"
675,28/09/2023,Child,St. Luke's General Hospital Kilkenny,374,28,2,2,406
676,28/09/2023,Child,Tallaght University Hospital,17,3,0,0,20
677,28/09/2023,Child,Tipperary University Hospital,327,76,3,2,407
678,28/09/2023,Child,University Hospital Kerry,641,264,93,65,"1,063"
679,28/09/2023,Child,University Hospital Limerick,"2,647",978,363,134,"4,122"
680,28/09/2023,Child,University Hospital Waterford,"1,988",965,221,259,"3,433"
681,28/09/2023,Child,Wexford General Hospital,618,294,79,0,992
682,26/10/2023,Adult,Bantry General Hospital,709,214,91,15,"1,029"
683,26/10/2023,Adult,Beaumont Hospital,"24,666","8,618","1,371",41,"34,696"
684,26/10/2023,Adult,Cavan General Hospital,"4,794","1,890",595,36,"7,315"
685,26/10/2023,Adult,Connolly Hospital Blanchardstown,"4,542",207,205,2,"4,956"
686,26/10/2023,Adult,Coombe Women and Infants University Hospital,"1,797",771,275,132,"2,975"
687,26/10/2023,Adult,Cork University Hospital,"14,098","6,717","4,190","6,693","31,697"
688,26/10/2023,Adult,Cork University Maternity Hospital,"2,079",77,10,0,"2,166"
689,26/10/2023,Adult,Croom Orthopaedic Hospital,"3,137","1,007",391,324,"4,859"
690,26/10/2023,Adult,Ennis Hospital,523,321,159,2,"1,005"
691,26/10/2023,Adult,Galway University Hospitals,"20,780","8,717","5,369","8,983","43,849"
692,26/10/2023,Adult,Letterkenny University Hospital,"8,012","2,233","1,448","2,185","13,878"
693,26/10/2023,Adult,Louth County Hospital,"1,571",516,4,0,"2,091"
694,26/10/2023,Adult,Mallow General Hospital,"2,073","1,128",289,171,"3,661"
695,26/10/2023,Adult,Mater Misericordiae University Hospital,"22,409","7,471","3,093","5,792","38,765"
696,26/10/2023,Adult,Mayo University Hospital,"4,160","1,600",602,814,"7,176"
697,26/10/2023,Adult,Mercy University Hospital,"3,295","1,172",585,"1,241","6,293"
698,26/10/2023,Adult,Midland Regional Hospital Mullingar,"4,442","2,122","1,482","1,657","9,703"
699,26/10/2023,Adult,Midland Regional Hospital Portlaoise,"2,271","1,010",609,475,"4,365"
700,26/10/2023,Adult,Midland Regional Hospital Tullamore,"8,354","2,859",329,4,"11,546"
701,26/10/2023,Adult,Naas General Hospital,"6,126","2,296","1,045",170,"9,637"
702,26/10/2023,Adult,National Maternity Hospital (Holles Street),"2,553",412,2,0,"2,967"
703,26/10/2023,Adult,National Orthopaedic Hospital Cappagh,"2,820","1,493",440,85,"4,838"
704,26/10/2023,Adult,Nenagh Hospital,373,261,144,2,780
705,26/10/2023,Adult,Our Lady of Lourdes Hospital Drogheda,"8,247","2,709",428,53,"11,436"
706,26/10/2023,Adult,Our Lady's Hospital Navan,"3,290","1,676",411,452,"5,829"
707,26/10/2023,Adult,Portiuncula University Hospital,"1,797",392,152,202,"2,543"
708,26/10/2023,Adult,Roscommon University Hospital,"2,688","1,194",438,313,"4,633"
709,26/10/2023,Adult,Rotunda Hospital,"3,495",323,0,2,"3,820"
710,26/10/2023,Adult,Royal Victoria Eye and Ear Hospital,"5,395","2,804","1,629","2,566","12,394"
711,26/10/2023,Adult,Sligo University Hospital,"7,782","2,289","1,505","2,031","13,607"
712,26/10/2023,Adult,South Infirmary Victoria University Hospital,"10,868","5,520","3,007","5,640","25,035"
713,26/10/2023,Adult,St. Columcille's Hospital,"2,048","1,602","1,735","3,574","8,959"
714,26/10/2023,Adult,St. James's Hospital,"17,013","5,006","1,799","1,765","25,583"
715,26/10/2023,Adult,St. John's Hospital Limerick,514,210,120,90,934
716,26/10/2023,Adult,St. Luke's General Hospital Kilkenny,"3,874","1,136",323,59,"5,392"
717,26/10/2023,Adult,St. Michael's Hospital,"2,730",852,375,195,"4,152"
718,26/10/2023,Adult,St. Vincent's University Hospital,"17,848","5,977","1,530",415,"25,770"
719,26/10/2023,Adult,Tallaght University Hospital,"13,401","8,228","5,054","5,614","32,297"
720,26/10/2023,Adult,Tipperary University Hospital,"2,414",845,262,80,"3,601"
721,26/10/2023,Adult,University Hospital Kerry,"6,489","2,045",673,358,"9,565"
722,26/10/2023,Adult,University Hospital Limerick,"14,828","4,899","2,300","1,041","23,068"
723,26/10/2023,Adult,University Hospital Waterford,"18,459","7,448","3,704","5,074","34,685"
724,26/10/2023,Adult,Wexford General Hospital,"2,991",708,189,25,"3,913"
725,26/10/2023,Child,Beaumont Hospital,39,12,0,0,51
726,26/10/2023,Child,Cavan General Hospital,770,355,23,0,"1,149"
727,26/10/2023,Child,Children's Health Ireland,"19,664","10,526","5,425","5,070","40,685"
728,26/10/2023,Child,Coombe Women and Infants University Hospital,37,18,0,0,55
729,26/10/2023,Child,Cork University Hospital,"2,905","1,473",397,603,"5,379"
730,26/10/2023,Child,Cork University Maternity Hospital,49,2,0,0,51
731,26/10/2023,Child,Croom Orthopaedic Hospital,155,3,3,2,163
732,26/10/2023,Child,Ennis Hospital,25,8,2,0,34
733,26/10/2023,Child,Galway University Hospitals,"2,974","1,425",610,"1,005","6,014"
734,26/10/2023,Child,Letterkenny University Hospital,952,406,195,302,"1,854"
735,26/10/2023,Child,Mallow General Hospital,218,160,36,2,417
736,26/10/2023,Child,Mayo University Hospital,737,174,68,104,"1,083"
737,26/10/2023,Child,Mercy University Hospital,309,67,2,2,379
738,26/10/2023,Child,Midland Regional Hospital Mullingar,811,316,162,130,"1,419"
739,26/10/2023,Child,Midland Regional Hospital Portlaoise,661,383,115,36,"1,195"
740,26/10/2023,Child,Midland Regional Hospital Tullamore,866,537,11,0,"1,414"
741,26/10/2023,Child,National Maternity Hospital (Holles Street),57,17,0,0,74
742,26/10/2023,Child,National Orthopaedic Hospital Cappagh,172,129,51,22,374
743,26/10/2023,Child,Our Lady of Lourdes Hospital Drogheda,"2,108","1,276",617,28,"4,030"
744,26/10/2023,Child,Portiuncula University Hospital,273,37,11,26,347
745,26/10/2023,Child,Rotunda Hospital,36,2,0,0,37
746,26/10/2023,Child,Royal Victoria Eye and Ear Hospital,330,170,71,39,610
747,26/10/2023,Child,Sligo University Hospital,"1,068",218,120,135,"1,542"
748,26/10/2023,Child,Small Volume Hospitals,26,7,2,0,35
749,26/10/2023,Child,South Infirmary Victoria University Hospital,"1,496",747,230,266,"2,739"
750,26/10/2023,Child,St. Luke's General Hospital Kilkenny,385,21,3,2,412
751,26/10/2023,Child,Tallaght University Hospital,16,7,0,0,23
752,26/10/2023,Child,Tipperary University Hospital,324,64,5,2,395
753,26/10/2023,Child,University Hospital Kerry,687,240,73,38,"1,038"
754,26/10/2023,Child,University Hospital Limerick,"2,496","1,005",311,107,"3,919"
755,26/10/2023,Child,University Hospital Waterford,"2,017",907,209,283,"3,415"
756,26/10/2023,Child,Wexford General Hospital,583,359,84,0,"1,026"
757,30/11/2023,Adult,Bantry General Hospital,619,236,84,23,963
758,30/11/2023,Adult,Beaumont Hospital,"24,787","8,170","1,137",40,"34,134"
759,30/11/2023,Adult,Cavan General Hospital,"5,089","1,328",162,35,"6,613"
760,30/11/2023,Adult,Connolly Hospital Blanchardstown,"4,562",201,86,0,"4,849"
761,30/11/2023,Adult,Coombe Women and Infants University Hospital,"1,559",805,298,110,"2,772"
762,30/11/2023,Adult,Cork University Hospital,"14,271","6,888","3,910","6,165","31,234"
763,30/11/2023,Adult,Cork University Maternity Hospital,"2,045",67,7,0,"2,119"
764,30/11/2023,Adult,Croom Orthopaedic Hospital,"3,091","1,021",326,247,"4,685"
765,30/11/2023,Adult,Ennis Hospital,536,341,197,2,"1,077"
766,30/11/2023,Adult,Galway University Hospitals,"22,169","8,751","4,844","8,424","44,187"
767,30/11/2023,Adult,Letterkenny University Hospital,"7,714","2,274","1,294","1,996","13,278"
768,30/11/2023,Adult,Louth County Hospital,"1,568",377,4,0,"1,950"
769,30/11/2023,Adult,Mallow General Hospital,"2,078","1,042",276,137,"3,533"
770,30/11/2023,Adult,Mater Misericordiae University Hospital,"22,169","7,701","3,129","5,515","38,513"
771,30/11/2023,Adult,Mayo University Hospital,"4,052","1,498",524,587,"6,661"
772,30/11/2023,Adult,Mercy University Hospital,"3,170","1,295",600,"1,206","6,271"
773,30/11/2023,Adult,Midland Regional Hospital Mullingar,"4,226","2,062","1,296","1,290","8,875"
774,30/11/2023,Adult,Midland Regional Hospital Portlaoise,"2,232","1,032",558,428,"4,251"
775,30/11/2023,Adult,Midland Regional Hospital Tullamore,"8,062","2,340",253,0,"10,656"
776,30/11/2023,Adult,Naas General Hospital,"6,028","2,368",931,162,"9,489"
777,30/11/2023,Adult,National Maternity Hospital (Holles Street),"2,525",479,2,0,"3,006"
778,30/11/2023,Adult,National Orthopaedic Hospital Cappagh,"3,219","1,770",494,137,"5,620"
779,30/11/2023,Adult,Nenagh Hospital,387,249,173,2,811
780,30/11/2023,Adult,Our Lady of Lourdes Hospital Drogheda,"7,966","2,302",157,51,"10,476"
781,30/11/2023,Adult,Our Lady's Hospital Navan,"3,264","1,905",423,416,"6,008"
782,30/11/2023,Adult,Portiuncula University Hospital,"1,838",368,153,174,"2,533"
783,30/11/2023,Adult,Roscommon University Hospital,"2,451","1,036",316,310,"4,113"
784,30/11/2023,Adult,Rotunda Hospital,"3,620",418,0,0,"4,038"
785,30/11/2023,Adult,Royal Victoria Eye and Ear Hospital,"5,580","2,781","1,528","2,399","12,288"
786,30/11/2023,Adult,Sligo University Hospital,"7,625","2,271","1,366","1,744","13,005"
